id,variety
68364,Pinot Noir
68365,Chardonnay
68366,Red Blend
68367,Merlot
68368,Red Blend
68369,Red Blend
68370,Bordeaux-style Red Blend
68371,Cabernet Sauvignon
68372,Rosé
68373,Bordeaux-style Red Blend
68374,Rosé
68375,Pinot Noir
68376,Cabernet Sauvignon
68377,Riesling
68378,Syrah
68379,Rosé
68380,Red Blend
68381,Cabernet Sauvignon
68382,Red Blend
68383,Sauvignon Blanc
68384,Rosé
68385,Syrah
68386,Bordeaux-style Red Blend
68387,Cabernet Sauvignon
68388,Riesling
68389,Syrah
68390,Syrah
68391,Syrah
68392,Chardonnay
68393,Syrah
68394,Riesling
68395,Merlot
68396,Sauvignon Blanc
68397,Cabernet Sauvignon
68398,Chardonnay
68399,Bordeaux-style Red Blend
68400,Rosé
68401,Merlot
68402,Red Blend
68403,Rosé
68404,Chardonnay
68405,Merlot
68406,Syrah
68407,Bordeaux-style Red Blend
68408,Rosé
68409,Bordeaux-style Red Blend
68410,Rosé
68411,Bordeaux-style Red Blend
68412,Pinot Noir
68413,Merlot
68414,Pinot Noir
68415,Merlot
68416,Pinot Noir
68417,Pinot Noir
68418,Cabernet Sauvignon
68419,Sauvignon Blanc
68420,Merlot
68421,Chardonnay
68422,Red Blend
68423,Chardonnay
68424,Sauvignon Blanc
68425,Chardonnay
68426,Syrah
68427,Bordeaux-style Red Blend
68428,Rosé
68429,Cabernet Sauvignon
68430,Merlot
68431,Bordeaux-style Red Blend
68432,Sauvignon Blanc
68433,Sauvignon Blanc
68434,Riesling
68435,Rosé
68436,Merlot
68437,Bordeaux-style Red Blend
68438,Sauvignon Blanc
68439,Chardonnay
68440,Riesling
68441,Cabernet Sauvignon
68442,Bordeaux-style Red Blend
68443,Red Blend
68444,Red Blend
68445,Chardonnay
68446,Merlot
68447,Red Blend
68448,Sauvignon Blanc
68449,Rosé
68450,Syrah
68451,Syrah
68452,Red Blend
68453,Cabernet Sauvignon
68454,Sauvignon Blanc
68455,Bordeaux-style Red Blend
68456,Red Blend
68457,Rosé
68458,Red Blend
68459,Sauvignon Blanc
68460,Merlot
68461,Rosé
68462,Syrah
68463,Syrah
68464,Rosé
68465,Merlot
68466,Red Blend
68467,Syrah
68468,Pinot Noir
68469,Chardonnay
68470,Bordeaux-style Red Blend
68471,Pinot Noir
68472,Riesling
68473,Rosé
68474,Red Blend
68475,Rosé
68476,Syrah
68477,Cabernet Sauvignon
68478,Bordeaux-style Red Blend
68479,Sauvignon Blanc
68480,Pinot Noir
68481,Sauvignon Blanc
68482,Rosé
68483,Red Blend
68484,Syrah
68485,Riesling
68486,Bordeaux-style Red Blend
68487,Pinot Noir
68488,Syrah
68489,Sauvignon Blanc
68490,Syrah
68491,Rosé
68492,Red Blend
68493,Riesling
68494,Cabernet Sauvignon
68495,Rosé
68496,Cabernet Sauvignon
68497,Pinot Noir
68498,Rosé
68499,Bordeaux-style Red Blend
68500,Rosé
68501,Merlot
68502,Riesling
68503,Merlot
68504,Rosé
68505,Bordeaux-style Red Blend
68506,Pinot Noir
68507,Chardonnay
68508,Merlot
68509,Rosé
68510,Syrah
68511,Bordeaux-style Red Blend
68512,Chardonnay
68513,Pinot Noir
68514,Cabernet Sauvignon
68515,Sauvignon Blanc
68516,Chardonnay
68517,Syrah
68518,Riesling
68519,Rosé
68520,Red Blend
68521,Chardonnay
68522,Red Blend
68523,Bordeaux-style Red Blend
68524,Rosé
68525,Syrah
68526,Pinot Noir
68527,Pinot Noir
68528,Syrah
68529,Bordeaux-style Red Blend
68530,Cabernet Sauvignon
68531,Rosé
68532,Rosé
68533,Cabernet Sauvignon
68534,Merlot
68535,Cabernet Sauvignon
68536,Riesling
68537,Sauvignon Blanc
68538,Sauvignon Blanc
68539,Red Blend
68540,Pinot Noir
68541,Bordeaux-style Red Blend
68542,Bordeaux-style Red Blend
68543,Chardonnay
68544,Riesling
68545,Bordeaux-style Red Blend
68546,Cabernet Sauvignon
68547,Riesling
68548,Sauvignon Blanc
68549,Cabernet Sauvignon
68550,Bordeaux-style Red Blend
68551,Pinot Noir
68552,Cabernet Sauvignon
68553,Rosé
68554,Sauvignon Blanc
68555,Cabernet Sauvignon
68556,Riesling
68557,Red Blend
68558,Bordeaux-style Red Blend
68559,Cabernet Sauvignon
68560,Merlot
68561,Chardonnay
68562,Riesling
68563,Chardonnay
68564,Merlot
68565,Chardonnay
68566,Chardonnay
68567,Red Blend
68568,Cabernet Sauvignon
68569,Pinot Noir
68570,Rosé
68571,Riesling
68572,Syrah
68573,Red Blend
68574,Bordeaux-style Red Blend
68575,Sauvignon Blanc
68576,Chardonnay
68577,Rosé
68578,Red Blend
68579,Chardonnay
68580,Riesling
68581,Riesling
68582,Chardonnay
68583,Merlot
68584,Pinot Noir
68585,Riesling
68586,Sauvignon Blanc
68587,Rosé
68588,Red Blend
68589,Pinot Noir
68590,Chardonnay
68591,Sauvignon Blanc
68592,Merlot
68593,Cabernet Sauvignon
68594,Red Blend
68595,Chardonnay
68596,Bordeaux-style Red Blend
68597,Sauvignon Blanc
68598,Rosé
68599,Bordeaux-style Red Blend
68600,Riesling
68601,Syrah
68602,Merlot
68603,Red Blend
68604,Sauvignon Blanc
68605,Sauvignon Blanc
68606,Pinot Noir
68607,Red Blend
68608,Merlot
68609,Red Blend
68610,Riesling
68611,Sauvignon Blanc
68612,Riesling
68613,Syrah
68614,Bordeaux-style Red Blend
68615,Cabernet Sauvignon
68616,Red Blend
68617,Rosé
68618,Syrah
68619,Syrah
68620,Riesling
68621,Rosé
68622,Merlot
68623,Chardonnay
68624,Sauvignon Blanc
68625,Syrah
68626,Red Blend
68627,Pinot Noir
68628,Chardonnay
68629,Cabernet Sauvignon
68630,Bordeaux-style Red Blend
68631,Merlot
68632,Riesling
68633,Pinot Noir
68634,Pinot Noir
68635,Red Blend
68636,Merlot
68637,Syrah
68638,Rosé
68639,Bordeaux-style Red Blend
68640,Red Blend
68641,Bordeaux-style Red Blend
68642,Bordeaux-style Red Blend
68643,Pinot Noir
68644,Bordeaux-style Red Blend
68645,Red Blend
68646,Pinot Noir
68647,Chardonnay
68648,Pinot Noir
68649,Syrah
68650,Merlot
68651,Bordeaux-style Red Blend
68652,Pinot Noir
68653,Riesling
68654,Bordeaux-style Red Blend
68655,Rosé
68656,Merlot
68657,Syrah
68658,Syrah
68659,Bordeaux-style Red Blend
68660,Syrah
68661,Chardonnay
68662,Rosé
68663,Pinot Noir
68664,Pinot Noir
68665,Chardonnay
68666,Red Blend
68667,Pinot Noir
68668,Sauvignon Blanc
68669,Sauvignon Blanc
68670,Riesling
68671,Bordeaux-style Red Blend
68672,Bordeaux-style Red Blend
68673,Merlot
68674,Red Blend
68675,Sauvignon Blanc
68676,Syrah
68677,Rosé
68678,Sauvignon Blanc
68679,Red Blend
68680,Merlot
68681,Pinot Noir
68682,Pinot Noir
68683,Pinot Noir
68684,Syrah
68685,Chardonnay
68686,Merlot
68687,Syrah
68688,Red Blend
68689,Pinot Noir
68690,Merlot
68691,Pinot Noir
68692,Pinot Noir
68693,Chardonnay
68694,Syrah
68695,Rosé
68696,Merlot
68697,Rosé
68698,Rosé
68699,Red Blend
68700,Cabernet Sauvignon
68701,Merlot
68702,Rosé
68703,Chardonnay
68704,Merlot
68705,Merlot
68706,Riesling
68707,Rosé
68708,Syrah
68709,Syrah
68710,Chardonnay
68711,Syrah
68712,Red Blend
68713,Bordeaux-style Red Blend
68714,Riesling
68715,Red Blend
68716,Cabernet Sauvignon
68717,Sauvignon Blanc
68718,Bordeaux-style Red Blend
68719,Riesling
68720,Syrah
68721,Cabernet Sauvignon
68722,Pinot Noir
68723,Red Blend
68724,Rosé
68725,Rosé
68726,Bordeaux-style Red Blend
68727,Pinot Noir
68728,Riesling
68729,Merlot
68730,Cabernet Sauvignon
68731,Red Blend
68732,Sauvignon Blanc
68733,Red Blend
68734,Merlot
68735,Merlot
68736,Merlot
68737,Syrah
68738,Red Blend
68739,Chardonnay
68740,Riesling
68741,Riesling
68742,Riesling
68743,Chardonnay
68744,Pinot Noir
68745,Merlot
68746,Bordeaux-style Red Blend
68747,Pinot Noir
68748,Cabernet Sauvignon
68749,Pinot Noir
68750,Red Blend
68751,Red Blend
68752,Riesling
68753,Red Blend
68754,Chardonnay
68755,Pinot Noir
68756,Bordeaux-style Red Blend
68757,Riesling
68758,Bordeaux-style Red Blend
68759,Riesling
68760,Sauvignon Blanc
68761,Pinot Noir
68762,Pinot Noir
68763,Red Blend
68764,Riesling
68765,Bordeaux-style Red Blend
68766,Merlot
68767,Riesling
68768,Pinot Noir
68769,Pinot Noir
68770,Syrah
68771,Cabernet Sauvignon
68772,Riesling
68773,Cabernet Sauvignon
68774,Cabernet Sauvignon
68775,Cabernet Sauvignon
68776,Red Blend
68777,Sauvignon Blanc
68778,Rosé
68779,Cabernet Sauvignon
68780,Bordeaux-style Red Blend
68781,Pinot Noir
68782,Cabernet Sauvignon
68783,Chardonnay
68784,Sauvignon Blanc
68785,Riesling
68786,Riesling
68787,Rosé
68788,Riesling
68789,Merlot
68790,Sauvignon Blanc
68791,Sauvignon Blanc
68792,Pinot Noir
68793,Syrah
68794,Chardonnay
68795,Sauvignon Blanc
68796,Red Blend
68797,Chardonnay
68798,Pinot Noir
68799,Rosé
68800,Bordeaux-style Red Blend
68801,Chardonnay
68802,Merlot
68803,Red Blend
68804,Syrah
68805,Rosé
68806,Riesling
68807,Cabernet Sauvignon
68808,Merlot
68809,Riesling
68810,Chardonnay
68811,Riesling
68812,Pinot Noir
68813,Rosé
68814,Sauvignon Blanc
68815,Syrah
68816,Chardonnay
68817,Chardonnay
68818,Pinot Noir
68819,Cabernet Sauvignon
68820,Syrah
68821,Riesling
68822,Rosé
68823,Chardonnay
68824,Rosé
68825,Bordeaux-style Red Blend
68826,Cabernet Sauvignon
68827,Bordeaux-style Red Blend
68828,Merlot
68829,Chardonnay
68830,Pinot Noir
68831,Merlot
68832,Red Blend
68833,Merlot
68834,Bordeaux-style Red Blend
68835,Rosé
68836,Bordeaux-style Red Blend
68837,Chardonnay
68838,Chardonnay
68839,Cabernet Sauvignon
68840,Pinot Noir
68841,Chardonnay
68842,Rosé
68843,Pinot Noir
68844,Red Blend
68845,Bordeaux-style Red Blend
68846,Bordeaux-style Red Blend
68847,Syrah
68848,Riesling
68849,Chardonnay
68850,Riesling
68851,Cabernet Sauvignon
68852,Red Blend
68853,Bordeaux-style Red Blend
68854,Syrah
68855,Red Blend
68856,Cabernet Sauvignon
68857,Riesling
68858,Riesling
68859,Syrah
68860,Pinot Noir
68861,Merlot
68862,Riesling
68863,Red Blend
68864,Rosé
68865,Cabernet Sauvignon
68866,Bordeaux-style Red Blend
68867,Cabernet Sauvignon
68868,Merlot
68869,Merlot
68870,Sauvignon Blanc
68871,Riesling
68872,Riesling
68873,Bordeaux-style Red Blend
68874,Chardonnay
68875,Cabernet Sauvignon
68876,Merlot
68877,Chardonnay
68878,Chardonnay
68879,Riesling
68880,Merlot
68881,Red Blend
68882,Merlot
68883,Chardonnay
68884,Merlot
68885,Chardonnay
68886,Pinot Noir
68887,Syrah
68888,Cabernet Sauvignon
68889,Riesling
68890,Bordeaux-style Red Blend
68891,Red Blend
68892,Bordeaux-style Red Blend
68893,Riesling
68894,Cabernet Sauvignon
68895,Riesling
68896,Bordeaux-style Red Blend
68897,Chardonnay
68898,Red Blend
68899,Pinot Noir
68900,Chardonnay
68901,Syrah
68902,Riesling
68903,Rosé
68904,Sauvignon Blanc
68905,Red Blend
68906,Bordeaux-style Red Blend
68907,Chardonnay
68908,Merlot
68909,Chardonnay
68910,Rosé
68911,Bordeaux-style Red Blend
68912,Cabernet Sauvignon
68913,Sauvignon Blanc
68914,Syrah
68915,Sauvignon Blanc
68916,Cabernet Sauvignon
68917,Chardonnay
68918,Pinot Noir
68919,Sauvignon Blanc
68920,Red Blend
68921,Red Blend
68922,Cabernet Sauvignon
68923,Sauvignon Blanc
68924,Sauvignon Blanc
68925,Syrah
68926,Sauvignon Blanc
68927,Red Blend
68928,Riesling
68929,Riesling
68930,Red Blend
68931,Merlot
68932,Sauvignon Blanc
68933,Pinot Noir
68934,Merlot
68935,Rosé
68936,Pinot Noir
68937,Bordeaux-style Red Blend
68938,Sauvignon Blanc
68939,Rosé
68940,Bordeaux-style Red Blend
68941,Merlot
68942,Merlot
68943,Merlot
68944,Cabernet Sauvignon
68945,Syrah
68946,Syrah
68947,Riesling
68948,Red Blend
68949,Red Blend
68950,Syrah
68951,Rosé
68952,Sauvignon Blanc
68953,Rosé
68954,Chardonnay
68955,Syrah
68956,Riesling
68957,Syrah
68958,Rosé
68959,Riesling
68960,Merlot
68961,Red Blend
68962,Chardonnay
68963,Syrah
68964,Merlot
68965,Syrah
68966,Bordeaux-style Red Blend
68967,Bordeaux-style Red Blend
68968,Bordeaux-style Red Blend
68969,Rosé
68970,Syrah
68971,Cabernet Sauvignon
68972,Cabernet Sauvignon
68973,Pinot Noir
68974,Riesling
68975,Red Blend
68976,Sauvignon Blanc
68977,Merlot
68978,Sauvignon Blanc
68979,Rosé
68980,Red Blend
68981,Bordeaux-style Red Blend
68982,Red Blend
68983,Syrah
68984,Sauvignon Blanc
68985,Red Blend
68986,Cabernet Sauvignon
68987,Pinot Noir
68988,Chardonnay
68989,Chardonnay
68990,Riesling
68991,Sauvignon Blanc
68992,Merlot
68993,Sauvignon Blanc
68994,Red Blend
68995,Bordeaux-style Red Blend
68996,Bordeaux-style Red Blend
68997,Chardonnay
68998,Syrah
68999,Syrah
69000,Bordeaux-style Red Blend
69001,Merlot
69002,Syrah
69003,Merlot
69004,Syrah
69005,Pinot Noir
69006,Merlot
69007,Chardonnay
69008,Bordeaux-style Red Blend
69009,Bordeaux-style Red Blend
69010,Syrah
69011,Rosé
69012,Pinot Noir
69013,Red Blend
69014,Sauvignon Blanc
69015,Bordeaux-style Red Blend
69016,Riesling
69017,Merlot
69018,Syrah
69019,Cabernet Sauvignon
69020,Red Blend
69021,Syrah
69022,Chardonnay
69023,Syrah
69024,Sauvignon Blanc
69025,Riesling
69026,Rosé
69027,Riesling
69028,Chardonnay
69029,Chardonnay
69030,Cabernet Sauvignon
69031,Red Blend
69032,Sauvignon Blanc
69033,Riesling
69034,Syrah
69035,Merlot
69036,Syrah
69037,Bordeaux-style Red Blend
69038,Pinot Noir
69039,Sauvignon Blanc
69040,Riesling
69041,Merlot
69042,Syrah
69043,Riesling
69044,Chardonnay
69045,Cabernet Sauvignon
69046,Sauvignon Blanc
69047,Bordeaux-style Red Blend
69048,Pinot Noir
69049,Cabernet Sauvignon
69050,Merlot
69051,Red Blend
69052,Cabernet Sauvignon
69053,Riesling
69054,Sauvignon Blanc
69055,Pinot Noir
69056,Chardonnay
69057,Sauvignon Blanc
69058,Bordeaux-style Red Blend
69059,Merlot
69060,Red Blend
69061,Riesling
69062,Riesling
69063,Sauvignon Blanc
69064,Riesling
69065,Merlot
69066,Sauvignon Blanc
69067,Syrah
69068,Sauvignon Blanc
69069,Chardonnay
69070,Rosé
69071,Riesling
69072,Riesling
69073,Rosé
69074,Rosé
69075,Cabernet Sauvignon
69076,Bordeaux-style Red Blend
69077,Chardonnay
69078,Syrah
69079,Pinot Noir
69080,Cabernet Sauvignon
69081,Rosé
69082,Red Blend
69083,Riesling
69084,Red Blend
69085,Rosé
69086,Bordeaux-style Red Blend
69087,Bordeaux-style Red Blend
69088,Chardonnay
69089,Cabernet Sauvignon
69090,Red Blend
69091,Bordeaux-style Red Blend
69092,Rosé
69093,Chardonnay
69094,Red Blend
69095,Syrah
69096,Red Blend
69097,Chardonnay
69098,Bordeaux-style Red Blend
69099,Merlot
69100,Cabernet Sauvignon
69101,Merlot
69102,Cabernet Sauvignon
69103,Chardonnay
69104,Syrah
69105,Chardonnay
69106,Pinot Noir
69107,Syrah
69108,Syrah
69109,Bordeaux-style Red Blend
69110,Riesling
69111,Syrah
69112,Riesling
69113,Pinot Noir
69114,Sauvignon Blanc
69115,Rosé
69116,Rosé
69117,Bordeaux-style Red Blend
69118,Rosé
69119,Riesling
69120,Chardonnay
69121,Chardonnay
69122,Rosé
69123,Cabernet Sauvignon
69124,Bordeaux-style Red Blend
69125,Chardonnay
69126,Syrah
69127,Chardonnay
69128,Red Blend
69129,Chardonnay
69130,Rosé
69131,Riesling
69132,Pinot Noir
69133,Rosé
69134,Rosé
69135,Riesling
69136,Bordeaux-style Red Blend
69137,Bordeaux-style Red Blend
69138,Merlot
69139,Chardonnay
69140,Riesling
69141,Riesling
69142,Red Blend
69143,Sauvignon Blanc
69144,Rosé
69145,Chardonnay
69146,Pinot Noir
69147,Pinot Noir
69148,Syrah
69149,Syrah
69150,Riesling
69151,Sauvignon Blanc
69152,Merlot
69153,Syrah
69154,Bordeaux-style Red Blend
69155,Merlot
69156,Chardonnay
69157,Rosé
69158,Syrah
69159,Syrah
69160,Sauvignon Blanc
69161,Red Blend
69162,Rosé
69163,Rosé
69164,Merlot
69165,Sauvignon Blanc
69166,Chardonnay
69167,Rosé
69168,Rosé
69169,Pinot Noir
69170,Pinot Noir
69171,Bordeaux-style Red Blend
69172,Rosé
69173,Bordeaux-style Red Blend
69174,Merlot
69175,Sauvignon Blanc
69176,Riesling
69177,Rosé
69178,Pinot Noir
69179,Rosé
69180,Merlot
69181,Rosé
69182,Sauvignon Blanc
69183,Rosé
69184,Pinot Noir
69185,Cabernet Sauvignon
69186,Riesling
69187,Syrah
69188,Cabernet Sauvignon
69189,Riesling
69190,Sauvignon Blanc
69191,Syrah
69192,Cabernet Sauvignon
69193,Pinot Noir
69194,Chardonnay
69195,Red Blend
69196,Merlot
69197,Red Blend
69198,Rosé
69199,Syrah
69200,Sauvignon Blanc
69201,Riesling
69202,Merlot
69203,Pinot Noir
69204,Rosé
69205,Riesling
69206,Sauvignon Blanc
69207,Riesling
69208,Syrah
69209,Merlot
69210,Chardonnay
69211,Merlot
69212,Chardonnay
69213,Syrah
69214,Bordeaux-style Red Blend
69215,Pinot Noir
69216,Sauvignon Blanc
69217,Riesling
69218,Cabernet Sauvignon
69219,Syrah
69220,Riesling
69221,Red Blend
69222,Pinot Noir
69223,Merlot
69224,Cabernet Sauvignon
69225,Sauvignon Blanc
69226,Chardonnay
69227,Chardonnay
69228,Rosé
69229,Rosé
69230,Riesling
69231,Rosé
69232,Syrah
69233,Pinot Noir
69234,Bordeaux-style Red Blend
69235,Chardonnay
69236,Sauvignon Blanc
69237,Pinot Noir
69238,Red Blend
69239,Pinot Noir
69240,Chardonnay
69241,Sauvignon Blanc
69242,Sauvignon Blanc
69243,Riesling
69244,Bordeaux-style Red Blend
69245,Merlot
69246,Rosé
69247,Merlot
69248,Red Blend
69249,Bordeaux-style Red Blend
69250,Rosé
69251,Cabernet Sauvignon
69252,Rosé
69253,Pinot Noir
69254,Cabernet Sauvignon
69255,Pinot Noir
69256,Rosé
69257,Riesling
69258,Sauvignon Blanc
69259,Bordeaux-style Red Blend
69260,Sauvignon Blanc
69261,Cabernet Sauvignon
69262,Rosé
69263,Red Blend
69264,Red Blend
69265,Syrah
69266,Rosé
69267,Riesling
69268,Merlot
69269,Pinot Noir
69270,Chardonnay
69271,Cabernet Sauvignon
69272,Riesling
69273,Red Blend
69274,Rosé
69275,Bordeaux-style Red Blend
69276,Chardonnay
69277,Red Blend
69278,Bordeaux-style Red Blend
69279,Cabernet Sauvignon
69280,Syrah
69281,Merlot
69282,Chardonnay
69283,Red Blend
69284,Bordeaux-style Red Blend
69285,Merlot
69286,Sauvignon Blanc
69287,Bordeaux-style Red Blend
69288,Syrah
69289,Bordeaux-style Red Blend
69290,Sauvignon Blanc
69291,Sauvignon Blanc
69292,Rosé
69293,Chardonnay
69294,Merlot
69295,Bordeaux-style Red Blend
69296,Sauvignon Blanc
69297,Cabernet Sauvignon
69298,Chardonnay
69299,Bordeaux-style Red Blend
69300,Syrah
69301,Red Blend
69302,Sauvignon Blanc
69303,Syrah
69304,Riesling
69305,Pinot Noir
69306,Sauvignon Blanc
69307,Sauvignon Blanc
69308,Rosé
69309,Bordeaux-style Red Blend
69310,Cabernet Sauvignon
69311,Sauvignon Blanc
69312,Cabernet Sauvignon
69313,Merlot
69314,Sauvignon Blanc
69315,Merlot
69316,Chardonnay
69317,Pinot Noir
69318,Red Blend
69319,Cabernet Sauvignon
69320,Merlot
69321,Chardonnay
69322,Merlot
69323,Syrah
69324,Merlot
69325,Cabernet Sauvignon
69326,Riesling
69327,Chardonnay
69328,Red Blend
69329,Bordeaux-style Red Blend
69330,Chardonnay
69331,Bordeaux-style Red Blend
69332,Chardonnay
69333,Cabernet Sauvignon
69334,Merlot
69335,Red Blend
69336,Red Blend
69337,Cabernet Sauvignon
69338,Pinot Noir
69339,Cabernet Sauvignon
69340,Cabernet Sauvignon
69341,Red Blend
69342,Rosé
69343,Bordeaux-style Red Blend
69344,Riesling
69345,Merlot
69346,Red Blend
69347,Bordeaux-style Red Blend
69348,Chardonnay
69349,Red Blend
69350,Merlot
69351,Red Blend
69352,Rosé
69353,Chardonnay
69354,Rosé
69355,Cabernet Sauvignon
69356,Syrah
69357,Sauvignon Blanc
69358,Pinot Noir
69359,Sauvignon Blanc
69360,Syrah
69361,Syrah
69362,Merlot
69363,Chardonnay
69364,Red Blend
69365,Merlot
69366,Merlot
69367,Sauvignon Blanc
69368,Red Blend
69369,Syrah
69370,Bordeaux-style Red Blend
69371,Merlot
69372,Chardonnay
69373,Syrah
69374,Rosé
69375,Sauvignon Blanc
69376,Syrah
69377,Sauvignon Blanc
69378,Sauvignon Blanc
69379,Red Blend
69380,Riesling
69381,Sauvignon Blanc
69382,Sauvignon Blanc
69383,Syrah
69384,Rosé
69385,Bordeaux-style Red Blend
69386,Red Blend
69387,Red Blend
69388,Chardonnay
69389,Sauvignon Blanc
69390,Riesling
69391,Bordeaux-style Red Blend
69392,Rosé
69393,Cabernet Sauvignon
69394,Chardonnay
69395,Syrah
69396,Merlot
69397,Rosé
69398,Sauvignon Blanc
69399,Cabernet Sauvignon
69400,Cabernet Sauvignon
69401,Merlot
69402,Merlot
69403,Sauvignon Blanc
69404,Bordeaux-style Red Blend
69405,Rosé
69406,Sauvignon Blanc
69407,Rosé
69408,Syrah
69409,Riesling
69410,Pinot Noir
69411,Sauvignon Blanc
69412,Syrah
69413,Cabernet Sauvignon
69414,Chardonnay
69415,Pinot Noir
69416,Syrah
69417,Syrah
69418,Red Blend
69419,Merlot
69420,Bordeaux-style Red Blend
69421,Red Blend
69422,Rosé
69423,Chardonnay
69424,Red Blend
69425,Syrah
69426,Bordeaux-style Red Blend
69427,Pinot Noir
69428,Chardonnay
69429,Merlot
69430,Rosé
69431,Pinot Noir
69432,Bordeaux-style Red Blend
69433,Chardonnay
69434,Syrah
69435,Chardonnay
69436,Merlot
69437,Syrah
69438,Rosé
69439,Cabernet Sauvignon
69440,Riesling
69441,Red Blend
69442,Pinot Noir
69443,Syrah
69444,Merlot
69445,Pinot Noir
69446,Sauvignon Blanc
69447,Sauvignon Blanc
69448,Pinot Noir
69449,Cabernet Sauvignon
69450,Bordeaux-style Red Blend
69451,Red Blend
69452,Red Blend
69453,Merlot
69454,Chardonnay
69455,Red Blend
69456,Sauvignon Blanc
69457,Merlot
69458,Cabernet Sauvignon
69459,Chardonnay
69460,Chardonnay
69461,Red Blend
69462,Syrah
69463,Bordeaux-style Red Blend
69464,Sauvignon Blanc
69465,Merlot
69466,Rosé
69467,Red Blend
69468,Riesling
69469,Bordeaux-style Red Blend
69470,Riesling
69471,Riesling
69472,Riesling
69473,Riesling
69474,Chardonnay
69475,Red Blend
69476,Rosé
69477,Sauvignon Blanc
69478,Pinot Noir
69479,Bordeaux-style Red Blend
69480,Syrah
69481,Sauvignon Blanc
69482,Sauvignon Blanc
69483,Red Blend
69484,Merlot
69485,Syrah
69486,Red Blend
69487,Riesling
69488,Merlot
69489,Syrah
69490,Syrah
69491,Riesling
69492,Riesling
69493,Syrah
69494,Pinot Noir
69495,Sauvignon Blanc
69496,Riesling
69497,Merlot
69498,Rosé
69499,Cabernet Sauvignon
69500,Chardonnay
69501,Merlot
69502,Sauvignon Blanc
69503,Riesling
69504,Rosé
69505,Sauvignon Blanc
69506,Rosé
69507,Rosé
69508,Chardonnay
69509,Merlot
69510,Chardonnay
69511,Syrah
69512,Chardonnay
69513,Pinot Noir
69514,Riesling
69515,Pinot Noir
69516,Chardonnay
69517,Riesling
69518,Riesling
69519,Merlot
69520,Cabernet Sauvignon
69521,Bordeaux-style Red Blend
69522,Riesling
69523,Chardonnay
69524,Sauvignon Blanc
69525,Merlot
69526,Rosé
69527,Syrah
69528,Red Blend
69529,Cabernet Sauvignon
69530,Chardonnay
69531,Rosé
69532,Chardonnay
69533,Bordeaux-style Red Blend
69534,Riesling
69535,Sauvignon Blanc
69536,Red Blend
69537,Pinot Noir
69538,Pinot Noir
69539,Cabernet Sauvignon
69540,Pinot Noir
69541,Chardonnay
69542,Cabernet Sauvignon
69543,Riesling
69544,Red Blend
69545,Riesling
69546,Syrah
69547,Rosé
69548,Pinot Noir
69549,Sauvignon Blanc
69550,Rosé
69551,Merlot
69552,Bordeaux-style Red Blend
69553,Merlot
69554,Merlot
69555,Red Blend
69556,Syrah
69557,Syrah
69558,Syrah
69559,Merlot
69560,Sauvignon Blanc
69561,Pinot Noir
69562,Riesling
69563,Red Blend
69564,Pinot Noir
69565,Merlot
69566,Syrah
69567,Rosé
69568,Cabernet Sauvignon
69569,Rosé
69570,Red Blend
69571,Red Blend
69572,Cabernet Sauvignon
69573,Cabernet Sauvignon
69574,Chardonnay
69575,Pinot Noir
69576,Pinot Noir
69577,Pinot Noir
69578,Merlot
69579,Riesling
69580,Rosé
69581,Rosé
69582,Pinot Noir
69583,Syrah
69584,Pinot Noir
69585,Riesling
69586,Bordeaux-style Red Blend
69587,Sauvignon Blanc
69588,Bordeaux-style Red Blend
69589,Riesling
69590,Sauvignon Blanc
69591,Riesling
69592,Merlot
69593,Red Blend
69594,Merlot
69595,Rosé
69596,Chardonnay
69597,Merlot
69598,Cabernet Sauvignon
69599,Red Blend
69600,Sauvignon Blanc
69601,Merlot
69602,Sauvignon Blanc
69603,Riesling
69604,Red Blend
69605,Pinot Noir
69606,Syrah
69607,Bordeaux-style Red Blend
69608,Pinot Noir
69609,Pinot Noir
69610,Sauvignon Blanc
69611,Bordeaux-style Red Blend
69612,Syrah
69613,Cabernet Sauvignon
69614,Bordeaux-style Red Blend
69615,Merlot
69616,Riesling
69617,Merlot
69618,Riesling
69619,Merlot
69620,Bordeaux-style Red Blend
69621,Rosé
69622,Red Blend
69623,Chardonnay
69624,Riesling
69625,Pinot Noir
69626,Syrah
69627,Bordeaux-style Red Blend
69628,Chardonnay
69629,Sauvignon Blanc
69630,Red Blend
69631,Bordeaux-style Red Blend
69632,Red Blend
69633,Riesling
69634,Chardonnay
69635,Red Blend
69636,Rosé
69637,Syrah
69638,Sauvignon Blanc
69639,Chardonnay
69640,Chardonnay
69641,Riesling
69642,Pinot Noir
69643,Pinot Noir
69644,Syrah
69645,Rosé
69646,Sauvignon Blanc
69647,Pinot Noir
69648,Rosé
69649,Sauvignon Blanc
69650,Cabernet Sauvignon
69651,Chardonnay
69652,Red Blend
69653,Merlot
69654,Sauvignon Blanc
69655,Pinot Noir
69656,Rosé
69657,Merlot
69658,Riesling
69659,Cabernet Sauvignon
69660,Sauvignon Blanc
69661,Riesling
69662,Syrah
69663,Syrah
69664,Bordeaux-style Red Blend
69665,Red Blend
69666,Bordeaux-style Red Blend
69667,Red Blend
69668,Merlot
69669,Syrah
69670,Rosé
69671,Rosé
69672,Riesling
69673,Sauvignon Blanc
69674,Syrah
69675,Riesling
69676,Chardonnay
69677,Pinot Noir
69678,Red Blend
